id,name_en,name_ja,base_stat_total,hp,attack,defense,special-attack,special-defense,speed,types,sprite_url,generation,evolution_stage,is_legendary,is_mythical,total_score_en,total_score_ja
787,tapu-bulu,カプ・ブルル,570,70,130,115,85,95,75,"grass,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,generation-vii,0,True,False,6,20
788,tapu-fini,カプ・レヒレ,570,70,75,115,95,130,85,"water,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,generation-vii,0,True,False,7,20
789,cosmog,コスモッグ,200,43,29,31,29,31,37,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,generation-vii,0,True,False,5,18
790,cosmoem,コスモウム,400,43,29,131,29,131,37,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,generation-vii,1,True,False,5,19
791,solgaleo,ソルガレオ,680,137,137,107,113,89,97,"psychic,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,generation-vii,2,True,False,7,24
792,lunala,ルナアーラ,680,137,113,89,137,107,97,"psychic,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,generation-vii,2,True,False,6,27
793,nihilego,ウツロイド,570,109,53,47,127,131,103,"rock,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,generation-vii,0,False,False,6,19
794,buzzwole,マッシブーン,570,107,139,139,53,53,79,"bug,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,generation-vii,0,False,False,6,17
795,pheromosa,フェローチェ,570,71,137,37,137,37,151,"bug,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,generation-vii,0,False,False,4,21
796,xurkitree,デンジュモク,570,83,89,71,173,71,83,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,generation-vii,0,False,False,9,17
797,celesteela,テッカグヤ,570,97,101,103,107,101,61,"steel,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,generation-vii,0,False,False,10,21
798,kartana,カミツルギ,570,59,181,131,59,31,109,"grass,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,generation-vii,0,False,False,7,17
799,guzzlord,アクジキング,570,223,101,53,97,53,43,"dark,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,generation-vii,0,False,False,9,19
800,necrozma,ネクロズマ,600,97,107,101,127,89,79,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,generation-vii,0,True,False,8,22
801,magearna,マギアナ,600,80,95,115,130,115,65,"steel,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,generation-vii,0,False,True,6,21
802,marshadow,マーシャドー,600,90,125,80,90,90,125,"fighting,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,generation-vii,0,False,True,7,25
803,poipole,ベベノム,420,67,73,67,73,67,73,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,generation-vii,0,False,False,4,18
804,naganadel,アーゴヨン,540,73,73,73,127,73,121,"poison,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,generation-vii,1,False,False,9,24
805,stakataka,ツンデツンデ,570,61,131,211,53,101,13,"rock,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,generation-vii,0,False,False,8,18
806,blacephalon,ズガドーン,570,53,127,53,151,79,107,"fire,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,generation-vii,0,False,False,10,23
807,zeraora,ゼラオラ,600,88,112,75,102,80,143,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,generation-vii,0,False,True,6,22
808,meltan,メルタン,300,46,65,65,55,35,34,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,generation-vii,0,False,True,7,14
809,melmetal,メルメタル,600,135,143,143,80,65,34,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,generation-vii,0,False,True,8,20
810,grookey,サルノリ,310,50,65,50,40,40,65,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,generation-viii,0,False,False,4,16
811,thwackey,バチンキー,420,70,85,70,55,60,80,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,generation-viii,1,False,False,4,14
812,rillaboom,ゴリランダー,530,100,125,90,60,70,85,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,generation-viii,2,False,False,6,28
813,scorbunny,ヒバニー,310,50,71,40,40,40,69,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,generation-viii,0,False,False,8,13
814,raboot,ラビフット,420,65,86,60,55,60,94,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,generation-viii,1,False,False,5,18
815,cinderace,エースバーン,530,80,116,75,65,75,119,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,generation-viii,2,False,False,8,25
816,sobble,メッソン,310,50,40,40,70,40,70,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,generation-viii,0,False,False,5,11
817,drizzile,ジメレオン,420,65,60,55,95,55,90,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,generation-viii,1,False,False,8,17
818,inteleon,インテレオン,530,70,85,65,125,65,120,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,generation-viii,2,False,False,8,17
819,skwovet,ホシガリス,275,70,55,55,35,35,25,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,generation-viii,0,False,False,7,19
820,greedent,ヨクバリス,460,120,95,95,55,75,20,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,generation-viii,1,False,False,9,20
821,rookidee,ココガラ,245,38,47,35,33,35,57,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,generation-viii,0,False,False,5,23
822,corvisquire,アオガラス,365,68,67,55,43,55,77,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,generation-viii,1,False,False,8,27
823,corviknight,アーマーガア,495,98,87,105,53,85,67,"flying,steel",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,generation-viii,2,False,False,6,37
824,blipbug,サッチムシ,180,25,20,20,25,45,45,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,generation-viii,0,False,False,6,14
825,dottler,レドームシ,335,50,35,80,50,90,30,"bug,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,generation-viii,1,False,False,6,20
826,orbeetle,イオルブ,505,60,45,110,80,120,90,"bug,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,generation-viii,2,False,False,7,14
827,nickit,クスネ,245,40,28,28,47,52,50,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,generation-viii,0,False,False,5,10
828,thievul,フォクスライ,455,70,58,58,87,92,90,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,generation-viii,1,False,False,5,21
829,gossifleur,ヒメンカ,250,40,40,60,40,60,10,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,generation-viii,0,False,False,6,13
830,eldegoss,ワタシラガ,460,60,50,90,80,120,60,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,generation-viii,1,False,False,7,27
831,wooloo,ウールー,270,42,40,55,40,45,48,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,generation-viii,0,False,False,3,12
832,dubwool,バイウールー,490,72,80,100,60,90,88,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,generation-viii,1,False,False,6,21
833,chewtle,カムカメ,284,50,64,50,38,38,44,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,generation-viii,0,False,False,6,19
834,drednaw,カジリガメ,485,90,115,90,48,68,74,"water,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,generation-viii,1,False,False,8,22
835,yamper,ワンパチ,270,59,45,50,40,50,26,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,generation-viii,0,False,False,3,15
836,boltund,パルスワン,490,69,90,60,90,60,121,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,generation-viii,1,False,False,9,19
837,rolycoly,タンドン,240,30,40,50,40,50,30,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,generation-viii,0,False,False,7,14
838,carkol,トロッゴン,410,80,60,90,60,70,50,"rock,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,generation-viii,1,False,False,6,18
839,coalossal,セキタンザン,510,110,80,120,80,90,30,"rock,fire",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,generation-viii,2,False,False,7,21
840,applin,カジッチュ,260,40,40,80,40,40,20,"grass,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,generation-viii,0,False,False,5,12
841,flapple,アップリュー,485,70,110,80,95,60,70,"grass,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,generation-viii,1,False,False,6,13
842,appletun,タルップル,485,110,85,80,100,80,30,"grass,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,generation-viii,1,False,False,7,16
843,silicobra,スナヘビ,315,52,57,75,35,50,46,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,generation-viii,0,False,False,8,16
844,sandaconda,サダイジャ,510,72,107,125,65,70,71,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,generation-viii,1,False,False,11,18
845,cramorant,ウッウ,475,70,85,55,85,95,85,"flying,water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,generation-viii,0,False,False,8,7
846,arrokuda,サシカマス,280,41,63,40,40,30,66,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,generation-viii,0,False,False,5,23
847,barraskewda,カマスジョー,490,61,123,60,60,50,136,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,generation-viii,1,False,False,6,19
848,toxel,エレズン,242,40,38,35,54,35,40,"electric,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,generation-viii,0,False,False,7,13
849,toxtricity-amped,ストリンダー,502,75,98,70,114,70,75,"electric,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,generation-viii,-1,False,False,16,24
850,sizzlipede,ヤクデ,305,50,65,45,50,50,45,"fire,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,generation-viii,0,False,False,10,14
851,centiskorch,マルヤクデ,525,100,115,65,90,90,65,"fire,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,generation-viii,1,False,False,11,23
852,clobbopus,タタッコ,310,50,68,60,50,50,32,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,generation-viii,0,False,False,8,18
853,grapploct,オトスパス,480,80,118,90,70,80,42,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,generation-viii,1,False,False,9,22
854,sinistea,ヤバチャ,308,40,45,45,74,54,50,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,generation-viii,0,False,False,8,15
855,polteageist,ポットデス,508,60,65,65,134,114,70,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,generation-viii,1,False,False,10,19
856,hatenna,ミブリム,265,42,30,45,56,53,39,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,generation-viii,0,False,False,5,11
857,hattrem,テブリム,370,57,40,65,86,73,49,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,generation-viii,1,False,False,6,13
858,hatterene,ブリムオン,510,57,90,95,136,103,29,"psychic,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,generation-viii,2,False,False,5,15
859,impidimp,ベロバー,265,45,45,30,55,40,50,"dark,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,generation-viii,0,False,False,6,23
860,morgrem,ギモー,370,65,60,45,75,55,70,"dark,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,generation-viii,1,False,False,7,13
861,grimmsnarl,オーロンゲ,510,95,120,65,95,75,60,"dark,fairy",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,generation-viii,2,False,False,9,21
862,obstagoon,タチフサグマ,520,93,90,101,60,81,95,"dark,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,generation-viii,2,False,False,8,27
863,perrserker,ニャイキング,440,70,110,100,50,60,50,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,generation-viii,1,False,False,4,11
864,cursola,サニゴーン,510,60,95,50,145,130,30,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,generation-viii,1,False,False,5,20
865,sirfetchd,ネギガナイト,507,62,135,95,68,82,65,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,generation-viii,1,False,False,6,27
866,mr-rime,バリコオル,520,80,85,75,110,100,70,"ice,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,generation-viii,2,False,False,5,22
867,runerigus,デスバーン,483,58,95,145,50,105,30,"ground,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,generation-viii,1,False,False,7,22
868,milcery,マホミル,270,45,40,40,50,61,34,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,generation-viii,0,False,False,5,16
869,alcremie,マホイップ,495,65,60,75,110,121,64,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,generation-viii,1,False,False,6,17
870,falinks,タイレーツ,470,65,100,100,70,60,75,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png,generation-viii,0,False,False,7,19
871,pincurchin,バチンウニ,435,48,101,95,91,85,15,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png,generation-viii,0,False,False,7,15
872,snom,ユキハミ,185,30,25,35,45,30,20,"ice,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png,generation-viii,0,False,False,5,13
873,frosmoth,モスノウ,475,70,65,60,125,90,65,"ice,bug",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png,generation-viii,1,False,False,8,16
874,stonjourner,イシヘンジン,470,100,125,135,20,20,70,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png,generation-viii,0,False,False,12,13
875,eiscue-ice,コオリッポ,470,75,80,110,65,90,50,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png,generation-viii,-1,False,False,5,18
876,indeedee-male,イエッサン,475,60,65,55,105,95,95,"psychic,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,generation-viii,-1,False,False,11,14
877,morpeko-full-belly,モルペコ,436,58,95,58,70,58,97,"electric,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,generation-viii,-1,False,False,8,17
878,cufant,ゾウドウ,330,72,80,49,40,49,40,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,generation-viii,0,False,False,7,18
879,copperajah,ダイオウドウ,500,122,130,69,80,69,30,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,generation-viii,1,False,False,4,26
880,dracozolt,パッチラゴン,505,90,100,90,80,70,75,"electric,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,generation-viii,0,False,False,11,22
881,arctozolt,パッチルドン,505,90,100,90,90,80,55,"electric,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,generation-viii,0,False,False,13,19
882,dracovish,ウオノラゴン,505,90,90,100,70,80,75,"water,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,generation-viii,0,False,False,8,26
883,arctovish,ウオチルドン,505,90,90,100,80,90,55,"water,ice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,generation-viii,0,False,False,8,20
884,duraludon,ジュラルドン,535,70,95,115,120,50,85,"steel,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,generation-viii,0,False,False,11,19
885,dreepy,ドラメシヤ,270,28,60,30,40,30,82,"dragon,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,generation-viii,0,False,False,5,24
886,drakloak,ドロンチ,410,68,80,50,60,50,102,"dragon,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,generation-viii,1,False,False,8,14
887,dragapult,ドラパルト,600,88,120,75,100,75,142,"dragon,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,generation-viii,2,False,False,10,26
888,zacian,ザシアン,660,92,120,115,80,115,138,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,generation-viii,0,True,False,6,16
889,zamazenta,ザマゼンタ,660,92,120,115,80,115,138,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,generation-viii,0,True,False,9,25
890,eternatus,ムゲンダイナ,690,140,85,95,145,95,130,"poison,dragon",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,generation-viii,0,True,False,8,24
891,kubfu,ダクマ,385,60,90,60,53,50,72,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,generation-viii,0,True,False,4,16
892,urshifu-single-strike,ウーラオス,550,100,130,100,63,60,97,"fighting,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,generation-viii,-1,True,False,10,20
893,zarude,ザルード,600,105,120,105,70,95,105,"dark,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,generation-viii,0,False,True,6,19
894,regieleki,レジエレキ,580,80,100,50,100,50,200,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,generation-viii,0,True,False,7,17
895,regidrago,レジドラゴ,580,200,100,50,100,50,80,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,generation-viii,0,True,False,7,25
896,glastrier,ブリザポス,580,100,145,130,65,110,30,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,generation-viii,0,True,False,9,21
897,spectrier,レイスポス,580,100,65,60,145,80,130,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,generation-viii,0,True,False,8,17
898,calyrex,バドレックス,500,100,80,80,80,80,80,"psychic,grass",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,generation-viii,0,True,False,6,24
899,wyrdeer,アヤシシ,525,103,105,72,105,75,65,"normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,generation-viii,1,False,False,5,16
900,kleavor,バサギリ,500,70,135,95,45,70,85,"bug,rock",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,generation-viii,1,False,False,4,18
901,ursaluna,ガチグマ,550,130,140,105,45,80,50,"ground,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,generation-viii,2,False,False,8,19
902,basculegion-male,イダイトウ,530,120,112,65,80,75,78,"water,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,generation-viii,-1,False,False,13,19
903,sneasler,オオニューラ,510,80,130,60,40,80,120,"fighting,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,generation-viii,1,False,False,8,19
904,overqwil,ハリーマン,510,85,115,95,65,65,85,"dark,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,generation-viii,1,False,False,5,17
905,enamorus-incarnate,ラブトロス,580,74,115,70,135,80,106,"fairy,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,generation-viii,-1,True,False,11,23
906,sprigatito,ニャオハ,310,40,61,54,45,45,65,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,generation-ix,0,False,False,10,13
907,floragato,ニャローテ,410,61,80,63,60,63,83,grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,generation-ix,1,False,False,9,16
908,meowscarada,マスカーニャ,530,76,110,70,81,70,123,"grass,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,generation-ix,2,False,False,8,23
909,fuecoco,ホゲータ,310,67,45,59,63,40,36,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,generation-ix,0,False,False,4,20
910,crocalor,アチゲータ,411,81,55,78,90,58,49,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,generation-ix,1,False,False,6,23
911,skeledirge,ラウドボーン,530,104,75,100,110,75,66,"fire,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,generation-ix,2,False,False,7,27
912,quaxly,クワッス,310,55,65,45,50,45,50,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,generation-ix,0,False,False,7,13
913,quaxwell,ウェルカモ,410,70,85,65,65,60,65,water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,generation-ix,1,False,False,8,20
914,quaquaval,ウェーニバル,530,85,120,80,85,75,85,"water,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,generation-ix,2,False,False,7,22
915,lechonk,グルトン,254,54,45,40,35,45,35,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,generation-ix,0,False,False,5,13
916,oinkologne-male,パフュートン,489,110,100,75,59,80,65,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,generation-ix,-1,False,False,9,16
917,tarountula,タマンチュラ,210,35,41,45,29,40,20,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,generation-ix,0,False,False,10,21
918,spidops,ワナイダー,404,60,79,92,52,86,35,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,generation-ix,1,False,False,8,27
919,nymble,マメバッタ,210,33,46,40,21,25,45,bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,generation-ix,0,False,False,6,24
920,lokix,エクスレッグ,450,71,102,78,52,55,92,"bug,dark",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,generation-ix,1,False,False,6,19
921,pawmi,パモ,240,45,50,20,40,25,60,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,generation-ix,0,False,False,2,11
922,pawmo,パモット,350,60,75,40,50,40,85,"electric,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,generation-ix,1,False,False,2,17
923,pawmot,パーモット,490,70,115,70,70,60,105,"electric,fighting",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,generation-ix,2,False,False,4,23
924,tandemaus,ワッカネズミ,305,50,50,45,40,45,75,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,generation-ix,0,False,False,9,23
925,maushold-family-of-four,イッカネズミ,470,74,75,70,65,75,111,normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,generation-ix,-1,False,False,10,19
926,fidough,パピモッチ,312,37,55,70,30,55,65,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,generation-ix,0,False,False,3,16
927,dachsbun,バウッツェル,477,57,80,115,50,80,95,fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,generation-ix,1,False,False,8,20
928,smoliv,ミニーブ,260,41,35,45,58,51,30,"grass,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,generation-ix,0,False,False,6,10
929,dolliv,オリーニョ,354,52,53,60,78,78,33,"grass,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,generation-ix,1,False,False,5,11
930,arboliva,オリーヴァ,510,78,69,90,125,109,39,"grass,normal",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,generation-ix,2,False,False,6,15
931,squawkabilly-green-plumage,イキリンコ,417,82,96,51,45,51,92,"normal,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,generation-ix,-1,False,False,15,12
932,nacli,コジオ,280,55,55,75,35,35,25,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,generation-ix,0,False,False,5,13
933,naclstack,ジオヅム,355,60,60,100,35,65,35,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,generation-ix,1,False,False,8,15
934,garganacl,キョジオーン,500,100,100,130,45,90,35,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,generation-ix,2,False,False,9,16
935,charcadet,カルボウ,255,40,50,40,50,40,35,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,generation-ix,0,False,False,9,18
936,armarouge,グレンアルマ,525,85,60,100,125,80,75,"fire,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,generation-ix,1,False,False,5,24
937,ceruledge,ソウブレイズ,525,75,125,80,60,100,85,"fire,ghost",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,generation-ix,1,False,False,6,22
938,tadbulb,ズピカ,272,61,31,41,59,35,45,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,generation-ix,0,False,False,7,12
939,bellibolt,ハラバリー,495,109,64,91,103,83,45,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,generation-ix,1,False,False,8,23
940,wattrel,カイデン,280,40,40,35,55,40,70,"electric,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,generation-ix,0,False,False,9,14
941,kilowattrel,タイカイデン,490,70,70,60,105,60,125,"electric,flying",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,generation-ix,1,False,False,8,22
